Index;Altitude;Certification;Code postal;Consommation;Année Construction;kgCO2;Coût des travaux;€/m²;kgCO2/€;Département;Emission CO2;Emission CO3;Fiabilité;Livraison;Niv. énergetique;Permis;Respect Effinergie+;Respect RT2012;SDP;SRT;Shon;Shon RT;Surface;Surface reglementaire;Travaux;Type bâtiment;Usage principal;Ville;Zone climatique;_graph-conso-globale_5 usages réglementaires;_graph-conso-globale_Autres Usages;_graph-conso-globale_Mobilité / Déplacements;_graph-pie-contrib_Chantier;_graph-pie-contrib_Eau;_graph-pie-contrib_Energie;_graph-pie-contrib_Produits de Constructions et Equipements;E,GES;_graph-pie-decomp-composant_Appareils élévateurs;_graph-pie-decomp-composant_Chauffage, ventilation, ECS, froid;_graph-pie-decomp-composant_Cloisonnement, Doublage, Menuiseries intérieures;_graph-pie-decomp-composant_Couverture,Charpente, Étanchéité;_graph-pie-decomp-composant_Equipements de production d’énergie;_graph-pie-decomp-composant_Façades et menuiseries extérieures;_graph-pie-decomp-composant_Fluides frigorigènes;_graph-pie-decomp-composant_Fondations et infrastructures;_graph-pie-decomp-composant_Maçonnerie, Superstructure;_graph-pie-decomp-composant_Revêtements sol mur et plafonds, chapes, décoration;_graph-pie-decomp-composant_Réseaux de communication;_graph-pie-decomp-composant_Réseaux d’énergie;_graph-pie-decomp-composant_Sanitaire;_graph-pie-decomp-composant_VRD;Colonne2;_graph-pie-eges_obs_Chauffage;_graph-pie-eges_obs_ECS;_graph-pie-eges_obs_Eclairage;_graph-pie-eges_obs_Refroidissement;_graph-pie-eges_obs_VMC & Auxiliaires;_graph-pie-perf_obs_Auxiliaires;_graph-pie-perf_obs_Chauffage;_graph-pie-perf_obs_ECS;_graph-pie-perf_obs_Eclairage;_graph-pie-perf_obs_Refroidissement;_graph-pie-perf_obs_VMC;Colonne1;_graph-pie-phase_Construction;_graph-pie-phase_Fin de vie;_graph-pie-phase_Production;_graph-pie-phase_Utilisation;_graph-pie-repart_deperd2_Autres planchers hauts et toitures (A2);_graph-pie-repart_deperd2_Liaisons plancher bas avec mur (L8);_graph-pie-repart_deperd2_Liaisons plancher haut A3 avec mur (L10);_graph-pie-repart_deperd2_Liaisons plancher intermédiaire avec mur (L9);_graph-pie-repart_deperd2_Parois verticales opaques (A1);_graph-pie-repart_deperd2_Parois vitrées non résidentiel (A6);_graph-pie-repart_deperd2_Parois vitrées résidentiel (A7);_graph-pie-repart_deperd2_Planchers bas (A4);_graph-pie-repart_deperd2_Planchers hauts en béton ou en maçonnerie (A3);_graph-pie-repart_deperd2_Portes (A5);Colonne3;_graph_donne_eco_Autres;_graph_donne_eco_Chauffage - VMC - Plomberie;_graph_donne_eco_Chauffage, ECS, Ventilation;_graph_donne_eco_Clos Couvert;kgCO2/€ Clos couvert;_graph_donne_eco_ENR;_graph_donne_eco_Electricité;_graph_donne_eco_Electricité - PV;_graph_donne_eco_Gros Oeuvre - Structure - Bardage;kgCO2/€ gros œuvre structure bardage;_graph_donne_eco_Second Œuvre3;kgCO2/€ second œuvre;_graph_donne_eco_Système CVC - Electricité;_index_num;_repart_deperd_Baies en hiver;_repart_deperd_Murs;_repart_deperd_Plancher bas;_repart_deperd_Ponts thermiques;_repart_deperd_Toitures;url
9805;240;;25640;55;1900;;;;;;232;11600;Effilogis;02-2016;BBC-Effinergie Rénovation;;;;;;;;;193;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Flagey-Rigney;H1c;;;;;;;;0;;;;;;;;;;;;;;;;0.92;0.45;0.16;;0.17;;23;18;6;;7;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9805;;;;;;https://www.observatoirebbc.org/projets/neuf/9805
1723;300;;25640;58.01;;;;0;;;11;550;Certifié;07-2008;BBC-Effinergie;2007-05-01;;;;;130;;130;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Marchaux;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;7.42;21.14;12.72;7.24;;9.56;;;;;;10.02;3.06;0.84;4.38;30.83;;23.71;15.62;;3.86;0;;;;;;;;;;;;;;1723;;;;;;https://www.observatoirebbc.org/projets/renovation/1723
2430;312;;25640;58;2011;;;0;;;;0;Certifié;05-2012;BBC-Effinergie;2010-03-01;;;;;113;;113;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Marchaux;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.85;25.18;19.13;7.52;;2.06;;;;;;9.27;2.04;;1.86;26.35;17.54;;11.24;;4.34;0;;;;;;;;;;;;;;2430;;;;;;https://www.observatoirebbc.org/projets/renovation/2430
6822;130;;25640;122.1;2019;;861500;1396.27228525122;0;;1;50;Appel à projets;12-2019;BEPOS effinergie 2017 - E3C1;2017-07-01;;;;;;617;617;;Neuf - RT 2012 - E+C-;Tertiaire - Public;;Pouligney Lusans;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;5.9;31;19.4;9.1;11.8;61.7;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;145000;6822;153.96;42.16;33.68;8.29;53.66;https://www.observatoirebbc.org/projets/renovation/6822
6959;;;25640;;1999;;19685;183.971962616822;0;;4.2;210;Sans information;;Sans information;;;;;;107;;107;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Rigney;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;4359;6959;;;;;;https://www.observatoirebbc.org/projets/renovation/6959
9790;357;;25640;84;1990;;;;;;8;400;Effilogis;06-2016;BBC-Effinergie Rénovation;;;;;;;;;117;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Roulans;H1c;;;;;;;;0;;;;;;;;;;;;;;;;2.9;7.13;0.19;;0.05;;58;22;7;;2;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9790;;;;;;https://www.observatoirebbc.org/projets/renovation/9790
9805;240;;25640;55;1900;;;;;;232;11600;Effilogis;02-2016;BBC-Effinergie Rénovation;;;;;;;;;193;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Flagey-Rigney;H1c;;;;;;;;0;;;;;;;;;;;;;;;;0.92;0.45;0.16;;0.17;;23;18;6;;7;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9805;;;;;;https://www.observatoirebbc.org/projets/renovation/9805
9778;;;25650;71;1800;;;;;;;0;Effilogis;05-2015;BBC-Effinergie Rénovation;2014-05-21;;;;;;;;184;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Gilley;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9778;;;;;;https://www.observatoirebbc.org/projets/neuf/9778
9778;;;25650;71;1800;;;;;;;0;Effilogis;05-2015;BBC-Effinergie Rénovation;2014-05-21;;;;;;;;184;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Gilley;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9778;;;;;;https://www.observatoirebbc.org/projets/renovation/9778
1782;429;;25660;62;;;;0;;;3;150;Certifié;12-2008;BBC-Effinergie;;;;;;132;;132;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Saone;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;6.61;27.5;12.73;6.61;;8.54;;;;;;13.33;2.83;;2.04;22.77;;34.03;16.04;;4.93;0;;;;;;;;;;;;;;1782;;;;;;https://www.observatoirebbc.org/projets/neuf/1782
1783;429;;25660;44.8;;;;0;;;2;100;Certifié;09-2008;BBC-Effinergie;2007-06-01;;;;;121;;121;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;saone;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;6.3;16.38;13.14;6.9;;2.09;;;;;;9.41;4.65;;3.29;21.07;;27.75;12.92;;6.8;0;;;;;;;;;;;;;;1783;;;;;;https://www.observatoirebbc.org/projets/neuf/1783
1786;429;;25660;45.77;;;;0;;;2;100;Certifié;10-2008;BBC-Effinergie;2007-06-01;;;;;121;;121;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;saone;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;6.48;17.59;13.08;6.54;;2.09;;;;;;9.48;1.98;;2.48;19.62;;29.43;13.15;;5.15;0;;;;;;;;;;;;;;1786;;;;;;https://www.observatoirebbc.org/projets/neuf/1786
1787;429;;25660;43;;;;0;;;1;50;Certifié;09-2008;BBC-Effinergie;2007-06-01;;;;;121;;121;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;saone;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;6.24;14.72;13.08;6.73;;2.09;;;;;;9.48;1.84;;2.93;17.89;;26.46;13.15;;5.15;0;;;;;;;;;;;;;;1787;;;;;;https://www.observatoirebbc.org/projets/neuf/1787
2206;432;;25660;64.9;;;;0;;;2;100;Certifié;09-2010;BBC-Effinergie;2008-12-01;;;;;160;;160;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;SAONE;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;8.21;22.65;23.97;8.69;;1.43;;;;;;20.56;5.79;;2.33;19.11;;22.1;23.1;;4.44;0;;;;;;;;;;;;;;2206;;;;;;https://www.observatoirebbc.org/projets/neuf/2206
2228;432;;25660;54.3;2012;;;0;;;;0;Certifié;;BBC-Effinergie;;;;;;133;;133;;Neuf - RT 2005;Maisons groupées - Public;Habitation Logement individuel;SAONE;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.84;14.65;26.89;7.01;;1.9;;;;;;7.78;1.57;;2.52;13.85;;22.51;10.01;;4.96;0;;;;;;;;;;;;;;2228;;;;;;https://www.observatoirebbc.org/projets/neuf/2228
2248;399;;25660;51.8;;;;0;;;2;100;Certifié;01-2011;BBC-Effinergie;2006-07-01;;;;;136;;273;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Fontain;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;19.34;23.23;6.5;;2.69;;;;;;9.43;5.6;;4.68;29.5;;34.03;15.12;;3.87;0;;;;;;;;;;;;;;2248;;;;;;https://www.observatoirebbc.org/projets/neuf/2248
2249;399;;25660;51.7;;;;0;;;2;100;Certifié;01-2011;BBC-Effinergie;2006-07-01;;;;;136;;273;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Fontain;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;19.25;23.23;6.5;;2.69;;;;;;9.44;5.6;;4.68;29.18;;34.03;15.13;;3.87;0;;;;;;;;;;;;;;2249;;;;;;https://www.observatoirebbc.org/projets/neuf/2249
9773;416;;25660;90;1960;;;;;;185;9250;Effilogis;;BBC-Effinergie Rénovation;;;;;;;;;90;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Saône;H1c;;;;;;;;0;;;;;;;;;;;;;;;;12.45;0.68;0.16;;0.15;;50;27;6;;6;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9773;;;;;;https://www.observatoirebbc.org/projets/neuf/9773
9801;;;25660;97;1996;;;;;;12;600;Effilogis;07-2015;BBC-Effinergie Rénovation;;;;;;;;;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Montrond-le-Château;H1c;;;;;;;;0;;;;;;;;;;;;;;;;0.98;0.35;0.16;;0.17;;32;14;6;;7;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9801;;;;;;https://www.observatoirebbc.org/projets/neuf/9801
9878;435;;25660;82;1800;;;;;;22;1100;Effilogis;04-2016;BBC-Effinergie Rénovation;;;;;;;;;189;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Fontain;H1c;;;;;;;;0;;;;;;;;;;;;;;;;21.06;5.18;0.19;;0.22;;65;16;7;;9;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9878;;;;;;https://www.observatoirebbc.org/projets/neuf/9878
9919;428;;25660;103;1970;;;;;;385;19250;Effilogis;11-2016;BBC-Effinergie Rénovation;;;;;;;;;167;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Morre;H1c;;;;;;;;0;;;;;;;;;;;;;;;;2.88;0.64;0.16;;0.1;;72;16;6;;4;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9919;;;;;;https://www.observatoirebbc.org/projets/neuf/9919
9932;513;;25660;97;1948;;;;;;546;27300;Effilogis;11-2017;BBC-Effinergie Rénovation;;;;;;;;;259;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Montfaucon;H1c;;;;;;;;0;;;;;;;;;;;;;;;;2.92;0.28;0.13;;0.12;;73;7;5;;5;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9932;;;;;;https://www.observatoirebbc.org/projets/neuf/9932
9949;490;;25660;89;1980;;;;;;21;1050;Effilogis;;BBC-Effinergie Rénovation;;;;;;;;;166;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Montfaucon;H1c;;;;;;;;0;;;;;;;;;;;;;;;;15.88;9.4;0.13;;0.15;;49;29;5;;6;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9949;;;;;;https://www.observatoirebbc.org/projets/neuf/9949
10037;469;;25660;96;1991;;;;;;4;200;Effilogis;12-2016;BBC-Effinergie Rénovation;;;;;;;;;135;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Fontain;H1c;;;;;;;;0;;;;;;;;;;;;;;;;1.62;0.6;0.16;;0.12;;53;24;6;;5;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;10037;;;;;;https://www.observatoirebbc.org/projets/neuf/10037
10047;416;;25660;101;1969;;;;;;5;250;Effilogis;10-2015;BBC-Effinergie Rénovation;;;;;;;;;118;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;La Vèze;H1c;;;;;;;;0;;;;;;;;;;;;;;;;3.35;0.63;0.16;;0.07;;67;25;6;;3;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;10047;;;;;;https://www.observatoirebbc.org/projets/neuf/10047
10059;459;;25660;83;1979;;;;;;3;150;Effilogis;02-2017;BBC-Effinergie Rénovation;;;;;;;;;123;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Montrond-le-Château;H1c;;;;;;;;0;;;;;;;;;;;;;;;;2.9;0.68;0.19;;0.05;;58;27;7;;2;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;10059;;;;;;https://www.observatoirebbc.org/projets/neuf/10059
10165;250;;25660;71;1900;;;;;;3;150;Effilogis;06-2018;BBC-Effinergie Rénovation;;;;;;;;;151;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Montfaucon;H1c;;;;;;;;0;;;;;;;;;;;;;;;;1.19;0.45;0.16;;0.12;;39;18;6;;5;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;10165;;;;;;https://www.observatoirebbc.org/projets/neuf/10165
10196;415;;25660;98;1955;;;;;;28;1400;Effilogis;12-2018;BBC-Effinergie Rénovation;;;;;;;;;174;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Saône;H1c;;;;;;;;0;;;;;;;;;;;;;;;;22.36;7.45;0.16;;0.07;;69;23;6;;3;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;10196;;;;;;https://www.observatoirebbc.org/projets/neuf/10196
1782;429;;25660;62;;;;0;;;3;150;Certifié;12-2008;BBC-Effinergie;;;;;;132;;132;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Saone;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;6.61;27.5;12.73;6.61;;8.54;;;;;;13.33;2.83;;2.04;22.77;;34.03;16.04;;4.93;0;;;;;;;;;;;;;;1782;;;;;;https://www.observatoirebbc.org/projets/renovation/1782
1783;429;;25660;44.8;;;;0;;;2;100;Certifié;09-2008;BBC-Effinergie;2007-06-01;;;;;121;;121;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;saone;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;6.3;16.38;13.14;6.9;;2.09;;;;;;9.41;4.65;;3.29;21.07;;27.75;12.92;;6.8;0;;;;;;;;;;;;;;1783;;;;;;https://www.observatoirebbc.org/projets/renovation/1783
1786;429;;25660;45.77;;;;0;;;2;100;Certifié;10-2008;BBC-Effinergie;2007-06-01;;;;;121;;121;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;saone;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;6.48;17.59;13.08;6.54;;2.09;;;;;;9.48;1.98;;2.48;19.62;;29.43;13.15;;5.15;0;;;;;;;;;;;;;;1786;;;;;;https://www.observatoirebbc.org/projets/renovation/1786
1787;429;;25660;43;;;;0;;;1;50;Certifié;09-2008;BBC-Effinergie;2007-06-01;;;;;121;;121;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;saone;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;6.24;14.72;13.08;6.73;;2.09;;;;;;9.48;1.84;;2.93;17.89;;26.46;13.15;;5.15;0;;;;;;;;;;;;;;1787;;;;;;https://www.observatoirebbc.org/projets/renovation/1787
2206;432;;25660;64.9;;;;0;;;2;100;Certifié;09-2010;BBC-Effinergie;2008-12-01;;;;;160;;160;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;SAONE;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;8.21;22.65;23.97;8.69;;1.43;;;;;;20.56;5.79;;2.33;19.11;;22.1;23.1;;4.44;0;;;;;;;;;;;;;;2206;;;;;;https://www.observatoirebbc.org/projets/renovation/2206
2228;432;;25660;54.3;2012;;;0;;;;0;Certifié;;BBC-Effinergie;;;;;;133;;133;;Neuf - RT 2005;Maisons groupées - Public;Habitation Logement individuel;SAONE;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;3.84;14.65;26.89;7.01;;1.9;;;;;;7.78;1.57;;2.52;13.85;;22.51;10.01;;4.96;0;;;;;;;;;;;;;;2228;;;;;;https://www.observatoirebbc.org/projets/renovation/2228
2248;399;;25660;51.8;;;;0;;;2;100;Certifié;01-2011;BBC-Effinergie;2006-07-01;;;;;136;;273;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Fontain;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;19.34;23.23;6.5;;2.69;;;;;;9.43;5.6;;4.68;29.5;;34.03;15.12;;3.87;0;;;;;;;;;;;;;;2248;;;;;;https://www.observatoirebbc.org/projets/renovation/2248
2249;399;;25660;51.7;;;;0;;;2;100;Certifié;01-2011;BBC-Effinergie;2006-07-01;;;;;136;;273;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Fontain;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;19.25;23.23;6.5;;2.69;;;;;;9.44;5.6;;4.68;29.18;;34.03;15.13;;3.87;0;;;;;;;;;;;;;;2249;;;;;;https://www.observatoirebbc.org/projets/renovation/2249
9773;416;;25660;90;1960;;;;;;185;9250;Effilogis;;BBC-Effinergie Rénovation;;;;;;;;;90;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Saône;H1c;;;;;;;;0;;;;;;;;;;;;;;;;12.45;0.68;0.16;;0.15;;50;27;6;;6;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9773;;;;;;https://www.observatoirebbc.org/projets/renovation/9773
9801;;;25660;97;1996;;;;;;12;600;Effilogis;07-2015;BBC-Effinergie Rénovation;;;;;;;;;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Montrond-le-Château;H1c;;;;;;;;0;;;;;;;;;;;;;;;;0.98;0.35;0.16;;0.17;;32;14;6;;7;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9801;;;;;;https://www.observatoirebbc.org/projets/renovation/9801
9878;435;;25660;82;1800;;;;;;22;1100;Effilogis;04-2016;BBC-Effinergie Rénovation;;;;;;;;;189;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Fontain;H1c;;;;;;;;0;;;;;;;;;;;;;;;;21.06;5.18;0.19;;0.22;;65;16;7;;9;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9878;;;;;;https://www.observatoirebbc.org/projets/renovation/9878
9919;428;;25660;103;1970;;;;;;385;19250;Effilogis;11-2016;BBC-Effinergie Rénovation;;;;;;;;;167;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Morre;H1c;;;;;;;;0;;;;;;;;;;;;;;;;2.88;0.64;0.16;;0.1;;72;16;6;;4;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9919;;;;;;https://www.observatoirebbc.org/projets/renovation/9919
9932;513;;25660;97;1948;;;;;;546;27300;Effilogis;11-2017;BBC-Effinergie Rénovation;;;;;;;;;259;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Montfaucon;H1c;;;;;;;;0;;;;;;;;;;;;;;;;2.92;0.28;0.13;;0.12;;73;7;5;;5;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9932;;;;;;https://www.observatoirebbc.org/projets/renovation/9932
9949;490;;25660;89;1980;;;;;;21;1050;Effilogis;;BBC-Effinergie Rénovation;;;;;;;;;166;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Montfaucon;H1c;;;;;;;;0;;;;;;;;;;;;;;;;15.88;9.4;0.13;;0.15;;49;29;5;;6;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9949;;;;;;https://www.observatoirebbc.org/projets/renovation/9949
2111;349;;25680;58;;;;0;;;2;100;Certifié;10-2010;BBC-Effinergie;2009-12-01;;;;;132;;132;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Huanne-Montmartin;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;22.48;26.91;6.88;;1.77;;;;;;14.04;3.53;1.79;9.32;23.71;;26.82;25.16;;4.62;0;;;;;;;;;;;;;;2111;;;;;;https://www.observatoirebbc.org/projets/neuf/2111
9966;;;25680;65;1963;;;;;;19;950;Effilogis;10-2016;BBC-Effinergie Rénovation;;;;;;;;;196;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Rougemont;H1c;;;;;;;;0;;;;;;;;;;;;;;;;11.99;7.78;0.19;;0.12;;37;24;7;;5;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9966;;;;;;https://www.observatoirebbc.org/projets/neuf/9966
10090;260;;25680;80;1950;;;;;;2;100;Effilogis;07-2017;BBC-Effinergie Rénovation;;;;;;;;;164;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Rougemont;H1c;;;;;;;;0;;;;;;;;;;;;;;;;2.16;0.76;0.16;;0.07;;54;19;6;;3;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;10090;;;;;;https://www.observatoirebbc.org/projets/neuf/10090
2111;349;;25680;58;;;;0;;;2;100;Certifié;10-2010;BBC-Effinergie;2009-12-01;;;;;132;;132;;Neuf - RT 2005;Maison en secteur diffus - Privé;Habitation Logement individuel;Huanne-Montmartin;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;22.48;26.91;6.88;;1.77;;;;;;14.04;3.53;1.79;9.32;23.71;;26.82;25.16;;4.62;0;;;;;;;;;;;;;;2111;;;;;;https://www.observatoirebbc.org/projets/renovation/2111
9966;;;25680;65;1963;;;;;;19;950;Effilogis;10-2016;BBC-Effinergie Rénovation;;;;;;;;;196;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Rougemont;H1c;;;;;;;;0;;;;;;;;;;;;;;;;11.99;7.78;0.19;;0.12;;37;24;7;;5;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9966;;;;;;https://www.observatoirebbc.org/projets/renovation/9966
1241;;;25690;95;1978;;;0;;;;0;Effilogis;09-2010;BBC-Effinergie Rénovation;;;;;;193;;162;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Avoudrey;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;1241;;;;;;https://www.observatoirebbc.org/projets/neuf/1241
9989;705;;25690;60;1878;;;;;;4;200;Effilogis;10-2016;BBC-Effinergie Rénovation;;;;;;;;;172;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Avoudrey;H1c;;;;;;;;0;;;;;;;;;;;;;;;;0.8;4.48;0.21;;0.17;;26;18;8;;7;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9989;;;;;;https://www.observatoirebbc.org/projets/neuf/9989
1241;;;25690;95;1978;;;0;;;;0;Effilogis;09-2010;BBC-Effinergie Rénovation;;;;;;193;;162;;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Avoudrey;H1c;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;1241;;;;;;https://www.observatoirebbc.org/projets/renovation/1241
9989;705;;25690;60;1878;;;;;;4;200;Effilogis;10-2016;BBC-Effinergie Rénovation;;;;;;;;;172;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Avoudrey;H1c;;;;;;;;0;;;;;;;;;;;;;;;;0.8;4.48;0.21;;0.17;;26;18;8;;7;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9989;;;;;;https://www.observatoirebbc.org/projets/renovation/9989
9789;360;;25700;60;1912;;;;;;12;600;Effilogis;;BBC-Effinergie Rénovation;;;;;;;;;276;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Valentigney;H1c;;;;;;;;0;;;;;;;;;;;;;;;;8.96;3.98;0.16;;0.02;;36;16;6;;1;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9789;;;;;;https://www.observatoirebbc.org/projets/neuf/9789
9854;326;;25700;71;1950;;;;;;16;800;Effilogis;;BBC-Effinergie Rénovation;;;;;;;;;145;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Valentigney;H1c;;;;;;;;0;;;;;;;;;;;;;;;;10.71;4.73;0.16;;0.05;;43;19;6;;2;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;9854;;;;;;https://www.observatoirebbc.org/projets/neuf/9854
10073;326;;25700;73;1930;;;;;;18;900;Effilogis;07-2017;BBC-Effinergie Rénovation;;;;;;;;;177;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Valentigney;H1c;;;;;;;;0;;;;;;;;;;;;;;;;10.71;6.72;0.19;;0.15;;43;27;7;;6;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;10073;;;;;;https://www.observatoirebbc.org/projets/neuf/10073
10148;325;;25700;75;1894;;;;;;18;900;Effilogis;04-2018;BBC-Effinergie Rénovation;;;;;;;;;145;Rénovation - RT ex;Maison en secteur diffus - Privé;Habitation Logement individuel;Valentigney;H1c;;;;;;;;0;;;;;;;;;;;;;;;;11.7;6.72;0.11;;0.15;;47;27;4;;6;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;10148;;;;;;https://www.observatoirebbc.org/projets/neuf/10148
